Excel Name,System Code,Confidence
IM-98017 98017 BUJE BARRA ESTABILIZADORA HINO FC C,NOT FOUND,0.0
IM-98018 98018 BUJE BARRA ESTABILIZADORA HINO SIN ,NOT FOUND,0.0
IM-98020 98020 BUJE TIJERA DE MAZDA B200,98020,1.0
IM-98025 98025 BUJE TOPE AUXILIAR MUELLE HINO,98020,0.8
IM-98038 98038 BUJE MITSUBISHI CANTER,NOT FOUND,0.0
IM-98039 98039 BUJE SUAVISADOR BOLIVIA,97039,0.8
IM-98042 98042 BUJE CHERY VAN 2020,98020,0.8
IM-98048 98048 BUJE CONICO 16mm,NOT FOUND,0.0
IM-98052 98052 BUJE BARRA ESTABILIZADORA TOYOTA HI,98020,0.8
IM-98053 98053 BUJE BARRA ESTABILIZADORA TOYOTA HI,NOT FOUND,0.0
IM-98060 98060 BUJE PUNTA  BARRA ESTABILIZADORA NP,98020,0.8
IM-98068 98068 BUJE BARRA ESTABILIZADORA CHEVROLET,NOT FOUND,0.0
IM-98077 98077 BUJE CONICO UNIVERSAL,NOT FOUND,0.0
IM-98082 98082 BUJE TOPE MUELLE DELANTERO NKR Y NP,9882,0.8
IM-98082R 98082R BUJE REPUESTO TOPE MUELLE DELANTE,9882,0.8
IM-98088 98088 BUJE MUELLE CHEROLET N300 14mm  (CO,NOT FOUND,0.0
IM-98089 98089 BUJE MUELLE VEHICULOS CHINOS,NOT FOUND,0.0
IM-98090 98090 BUJE BARRA ESTABILIZADORA DELANTERO,98020,0.8
IM-99015 99015 BUJE TOPE MUELLE SUSPENSION TRASERA,NOT FOUND,0.0
INT9306HD TUBO INTERNO NKR LARGO,9306HD,0.8
INT9380 TUBO INTERIOR NPR,NOT FOUND,0.0
INT9609 BUJE INTERNO RB-410,NOT FOUND,0.0
INT9722 TUBO INTERIOR 413,NOT FOUND,0.0
INT9723 TUBO INTERIOR NKR PARA 440,NOT FOUND,0.0
INT9735 BUJE INTERNO BT-50,NOT FOUND,0.0
INT9740 TUBO INTERNO TIJERA DE LUV,NOT FOUND,0.0
INT9760 TUBO INTERNO 9760-PRADO,NOT FOUND,0.0
INT9780 INTERNO PARA ENSAMBLE 9780,NOT FOUND,0.0
INT9820 INTERNO BUJE TIJERA MAZDA B2000 9820,NOT FOUND,0.0
INT9821 INTERNO BUJE 9821,NOT FOUND,0.0
"INT9845 INTERNO  Ø INT 14,5 - Ø EXT 19,5 - ALTURA ",NOT FOUND,0.0
INT9851 TUBO PARA 9851,NOT FOUND,0.0
"KIT-01-5003 01-5003 BUJE SUPLEMENTO MAZDA BT-50, F",NOT FOUND,0.0
KIT-02-5003 02-5003 BUJE SUPLEMENTO LUV DMAX 4X2,NOT FOUND,0.0
KIT-03-5002 03-5002  BUJE SUPLEMENTO TOYOTA,NOT FOUND,0.0
KIT-04-5006 04-5006 KIT BUJE SUPLEMENTO 5006 NISSA,NOT FOUND,0.0
KIT-05-5008 05-5008 KIT BUJE SUPLEMENTO FORD RANGE,NOT FOUND,0.0
KIT-06-5002A 06-5002A KIT BUJE SUPLEMENTO TOYOTA,NOT FOUND,0.0
KIT-07-5014 07-5014 KIT BUJE SUPLEMENTO DELANTERO ,NOT FOUND,0.0
KIT-08-5009 08-5009 KIT BUJE SUPLEMENTO FORD 150,NOT FOUND,0.0
KIT-09-5002B 09-5002B KIT BUJE SUPLEMENTO TOYOTA,NOT FOUND,0.0
KIT-5002 KIT-5002 KIT BUJE SUPLEMENTO TOYOTA,NOT FOUND,0.0
"KIT-5003 KIT 5003 BUJE SUPLEMENTO MAZDA BT-50, FOR",NOT FOUND,0.0
KIT-5006 KIT-5006  BUJE SUPLEMENTO 5006 NISSAN FRO,NOT FOUND,0.0
MG-01 MANGO PARA ESCOFINA AMARILLO,NOT FOUND,0.0
MG-02 MANGO PARA ESCOFINA AZUL,NOT FOUND,0.0
MG-03 MANGO PARA ESCOFINA FOTOLUMINISCENTE,NOT FOUND,0.0
MG-04 MANGO PARA ESCOFINA GRIS,NOT FOUND,0.0
MG-05 MANGO PARA ESCOFINA MORADO,NOT FOUND,0.0
MG-06 MANGO PARA ESCOFINA NARANJA,NOT FOUND,0.0
MG-07 MANGO PARA ESCOFINA ROSADO,NOT FOUND,0.0
MG-08 MANGO PARA ESCOFINA ROJO,NOT FOUND,0.0
MG-09 MANGO PARA ESCOFINA VERDE,NOT FOUND,0.0
MG-10 MANGO PARA ESCOFINA CRISTALINO,NOT FOUND,0.0
MGP-A MANGO PUNTERA PARA ESCOFINA,NOT FOUND,0.0
"MT-7000 7000 BUJE PULSAR 220, 180  Y 150",7010,0.8
"MT-7000-B 7000-B BUJE PULSAR 220, 180 Y 150",7010,0.8
MT-7001 7001 BUJE UM RENEGADE Y AKT SL 125,7001,1.0
"MT-7002 7002 BUJE PULSAR NS 200, PULSAR 1, KTM 200",7002-SP-A,0.95
"MT-7002-B 7002-B BUJE PULSAR NS 200, PULSAR 1, KTM",7002-SP-A,0.95
"MT-7002-SP-A 7002-SP-A  BUJE KTM 200, 250, 390 NG ",7002-SP-A,0.95
"MT-7002-SP-B MT-7002-SP-B BUJE KTM 200,390 Y DOMIN",7002-SP-A,0.95
MT-7003 7003 BUJE GENERICO MOTO,7023,0.8
"MT-7004 7004 BUJE AKT EVO, APACHE 160,  180 Y 200 ",7024,0.8
"MT-7004-B 7004-B BUJ AKT EVO, APACHE 160, 180 Y 20",7024,0.8
MT-7005 7005 BUJE AKT CR4,7005,1.0
"MT-7005-B 7005-B BUJE BAJAJ, BOXER, DISCOVER, PLAT",7005,1.0
MT-7006A 7006A  LIMPIABRISAS PARA MOTO AMARILLO,97006,0.8
MT-7006AZ 7006AZ LIMPIABRISAS PARA MOTO AZUL,97006,0.8
MT-7006B 7006B LIMPIABRISAS PARA MOTO BEIGE,97006,0.8
MT-7006F 7006F LIMPIABRIASAS PARA MOTO FUCSIA,97006,0.8
MT-7006FT 7006FT LIMPIABRISAS  PARA MOTO FOTOLUMIN,97006,0.8
MT-7006G 7006G LIMPIABRISAS PARA MOTO GRIS,97006,0.8
MT-7006M 7006MT LIMPIABRISAS PARA MOTO MORADO,97006,0.8
MT-7006N 7006N LIMPIABRISAS PARA MOTO NARANJA,97006,0.8
MT-7006NG 7006 NG LIMPIABRISAS PARA MOTO NEGRO,97006,0.8
MT-7006R 7006R LIMPIABRISAS  PARA MOTO ROJO,97006,0.8
MT-7006V 7006V LIMPIABRISAS PARA MOTO VERDE,97006,0.8
MT-7006VM 7006 VM LIMPIA BRISAS PARA MOTO VERDE MI,97006,0.8
MT-7007 7007 BUJE KAWASAKI Z 250 Y NINJA 300,97007,0.95
"MT-7008 7008 BUJE  HONDA CB 160, 190 E INVICTA 150",7008,1.0
"MT-7008-B 7008-B BUJE HONDA CB 160, 190 E INVICTA ",7008,1.0
MT-7009 7009 BUJE AKT,7009,1.0
MT-7009-B 7009-B BUJE YAMAHA R15 SOLO FRENO DE DIS,7009,1.0
MT-7010 7010 BUJE CAMPANA BMW F 650 GS KIT X 3,7010,1.0
"MT-7011 7011 BUJE YAMAHA FZ 2,5, MT 15 Y R15 V3 Y ",7011,1.0
MT-7011-B 7011-B BUJE YAMAHA F 2.5,7011,1.0
MT-7012 7012 BUJE YAMAHA R3 Y MT 03,7012,1.0
MT-7013 7013 BUJE SUZUKI GIXXER SF Y GSX 150R,7013,1.0
MT-7013-B 7013-B BUJE SUZUKI GIXXER SF Y GSX 150R,7013,1.0
MT-7014 7014 BUJE YAMAHA XT 660,7014,1.0
MT-7015 7015 BUJE CAMPANA SUZUKI  V STROM,7015,1.0
MT-7016 7016 BUJE CAMPANA SUZUKI DR 650,7016,1.0
MT-7017 7017 BUJE YAMAHA R6 /MT07/ XRS700 / FZ07,7017,1.0
"MT-7018 7018 BUJE KAWASAKI 650, 700, 800, 900 Y VE",7018,1.0
MT-7019 7019 BUJE YAMAHA R1 / MT09 / XRS900 / FZ09,7019,1.0
MT-7020A 7020A BUJE PROTECTOR CAMBIOS MOTO AMARILL,NOT FOUND,0.0
MT-7020AZ 7020AZ BUJE PROTECTOR CAMBIOS MOTO AZUL,NOT FOUND,0.0
MT-7020B 7020B BUJE PROTECTOR CAMBIOS MOTO BEIGE,7009-B,0.8
MT-7020F 7020F BUJE PROTECTOR CAMBIOS MOTO FUCSIA,NOT FOUND,0.0
MT-7020FL 7020FL BUJE PROTECTOR CAMBIOS MOTO FLOUR,NOT FOUND,0.0
MT-7020G 7020G BUJE PROTECTOR CAMBIOS MOTO GRIS,NOT FOUND,0.0
MT-7020M 7020M BUJE PROTECTOR CAMBIOS MOTO MORADO,NOT FOUND,0.0
MT-7020N 7020N BUJE PROTECTOR CAMBIOS MOTO NARANJA,NOT FOUND,0.0
MT-7020NG 7020NG BUJE PROTECTOR CAMBIOS M OTO NEGR,NOT FOUND,0.0
MT-7020R 7020R BUJE PROTECTOR CAMBIOS MOTO ROJO,NOT FOUND,0.0
MT-7020V 7020V BUJE  PROTECTOR CAMBIOS MOTO VERDE,NOT FOUND,0.0
MT-7020VM 7020VM BUJE PROTECTOR CAMBIOS MOTO VERDE,NOT FOUND,0.0
MT-7021 7021 BUJE CAMPANA AKT CR5 / TTX / XM180,7021,1.0
"MT-7022 7022 BUJE CAMPANA CF MOTOS 250NK, 300NK, 2",7022,1.0
"MT-7023 7023 BUJE CAMPANA CF MOTOS 400NK, 400GT, 6",7023,1.0
MT-7024 7024 BUJE SUZUKI GIXXER 250,7024,1.0
MT-7025 7025 BUJE CAMPANA HONDA XR300,7025,1.0
MT-7029 7029 BUJE CAMPANA VICTORY ZONTES ZT350 GK,7025,0.8
MT-7030 7030 BUJE CAMPANA BMW GS310 Y 310 KIT X 3,7023,0.8
MT-7031 7031 BUJE PORTA SPROCKET BMW 750 Y 850,7023,0.8
"MT-7032 7032  BUJE KTM 200, 250, 390 NG Y CLASICA ",7025,0.8
MT-7033 7033,7023,0.8
PL-001 PLANTILLA CON SOPORTE DE RANILLA,NOT FOUND,0.0
PL-002 PLANTILLA SENCILLA,NOT FOUND,0.0
PL-002-N PLANTILLA SENCILLA NEGRA,NOT FOUND,0.0
PL-003 PLANTILLA COMPENSADA A 2°,NOT FOUND,0.0
PL-TOPE 9765 PLATINA PARA ENSAMBLE 9765,NOT FOUND,0.0
PL-TOPE 9768 PLATINA PARA ENSAMBLE 9768,NOT FOUND,0.0
SP-130 SEPARADOR DE 130MM IRIS,NOT FOUND,0.0
V BUJE BARRA ESTABILIZADORA HINO SIN PESTAÑA,NOT FOUND,0.0
